address,property_overview,price,property_url,purpose,property_description,num_bath_rooms,num_bed_rooms,area,cctv-security-amenity,parking-spaces-amenity,elevators-in-building-amenity,broadband-internet-amenity,maintenance-staff-amenity,building_type,building_nature,flooring-amenity,balcony-or-terrace-amenity,city,locality,address_1
"Mirpur,Dhaka,Mirpur,Dhaka,কমার্স কলেজের সামনে,চ ব্লক,রোড ৪ মিরপুর ২","#URGENT, #Sublet, #Bachelor, #January, 1 flat in 6 floors in 8 floor house will be rented from January. Room has balcony and bathroom.., ** better if student ***, Address : Opposite Commerce College, F Block, Road 4 Mirpur 2.",0,https://www.thetolet.com/en/dhaka/mirpur/30508/sublet-room-tolet-from-january,Rent,Sublet Room Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mirpur,"কমার্স কলেজের সামনে,চ ব্লক,রোড ৪ মিরপুর ২"
"Shewrapara,Dhaka,Shewrapara,Dhaka,পশ্চিম শেওড়াপাড়া,আনন্দবাজার আদর্শ হাই স্কুলের পাশে","A room for rent from February, a very quiet house. There is 24 hours water, gas and security. The house is on the fifth floor, there is a lift. Any sister can stay if she wants. The bathroom is next to the room which only you will use. Kitchen, balcony can also use drawing space if you want., Rent: Tk 6550 including all bills and service charges., No need to pay any extra., Address: Paschim Sheorapara, Anandabazar next to Adarsh ​​High School.",655000,https://www.thetolet.com/en/dhaka/shewrapara/30509/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,,"Shewrapara,Shewrapara,পশ্চিম শেওড়াপাড়া,আনন্দবাজার আদর্শ হাই স্কুলের পাশে"
"Bashundhara R.A,Dhaka,Bashundhara R.A,Dhaka,Abdul Aziz Road (near Block A,Bashundhara R/A)","One single master bed with attached balcony and washroom is available from December. This room is for one person only., Included: , Room rent, Service charge, Gas, Maid, Wi-Fi, Waste, House cleaning, Laundry, Not included: , Electricity , Meal, Facilities:, Elevator and security., ?Location: Abdul Aziz Road (near Block A, Bashundhara R/A) , ?‍♂️7-8 minutes walking distance to Apollo Gate, 9-10 minutes walking distance to Bashundhara Gate, and 10-12 minutes walking distance to NSU/IUB.",0,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30510/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Bashundhara R.A,"Abdul Aziz Road (Near Block A,Bashundhara R/A)"
"Mugda,Dhaka,Mugda,Dhaka,১২২/H উত্তর মুগদা","#To_Let , ?house for rent?, 8 floor flat (two rooms, one dining room, one balcony and one bathroom) ? (Family only) , ⚫ 24 hours water and line gas and electricity are available. Nice and standard flat hassle free., ⚫ Rent: 9000, gas bill and electricity bill, water bill separately, ⚫ Address: 122/H North Mugda",900000,https://www.thetolet.com/en/dhaka/mugda/30512/family-house-tolet-from-january,Rent,Family House Tolet From January ,1,2,0,,,,,,Apartment,Residential,,,Dhaka,,"Mugda,Mugda,১২২/H উত্তর মুগদা"
"Mirpur,Dhaka,Mirpur,Dhaka,মিরপুর ১১ নাম্বার বাংলা স্কুল থেকে সোজা ঢালে নিচে।","#Mirpur_one_room_flat_for_rent_on _chilekotha., #January , #Bachelor Rant hobe , ?Location: Mirpur 11 No., ?Type:, ? House full tile (1 room; 1 kitchen; 1 toilet, open roof)., ? Share the kitchen, ? Each room has attached toilet, ? The rooms are quite big, 6 rooms will be rented in Chilekotha. , ? Water electricity gas all bills included no extra charges., ?Rent: 6000 taka per month., Mirpur 11 directly down the slope from Bangla School.",600000,https://www.thetolet.com/en/dhaka/mirpur/30513/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mirpur,মিরপুর ১১ নাম্বার বাংলা স্কুল থেকে সোজা ঢালে নিচে।
"Banglamotor,Dhaka,Banglamotor,Dhaka,বাংলা মোটর সিগন্যাল,খোদেজা স্কুল গলি,ঢাকা ।","One room for rent in bachelor flat house from next January 2023. Facilities: Fridge, WiFi, CCTV, Parking, Address: Bangla Motor Signal, Khodeja School Street, Dhaka.",0,https://www.thetolet.com/en/dhaka/banglamotor/30514/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,,"Banglamotor,Banglamotor,বাংলা মোটর সিগন্যাল,খোদেজা স্কুল গলি,ঢাকা ।"
"Aftab Nagar,Dhaka,Aftab Nagar,Dhaka,আফতাবনগর সি ব্লক,আনসার ক্যাম্প বাজারের পাশে,দক্ষিণ আনন্দ নগর,ঢাকা।","#To_let, one room in a 3-room house will be rented from next January 2022. , #Rent_5500 Tk. Water bill + Garbage bill with house rent. , **Electricity bill + WiFi bill to be paid separately., Aftabnagar C Block, Beside Ansar Camp Bazaar, South Anand Nagar, Dhaka.",550000,https://www.thetolet.com/en/dhaka/aftab-nagar/30515/sublet-room-tolet-from-january,Rent,Sublet Room Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Aftab Nagar,"আফতাবনগর সি ব্লক,আনসার ক্যাম্প বাজারের পাশে,দক্ষিণ আনন্দ নগর,ঢাকা।"
"Banasree,Dhaka,Banasree,Dhaka,ফ-১৩২,রোড: ১০/৭,ব্লক: এফ,দ‌ক্ষিন বনশ্রী","House for Rent, 1st February or March 2023, 7th Floor, South Facing, House: F-132, Road: 10/7, Block: F, South Banshri (Radiant School Lane, a little west of Pratik Rupshree Gate)., 2 Beds, 1 Bath., Fully Tiled, Line Gas (Prepaid System), 24 Hours Water Facility, Security Guard, CC Camera, Quiet Surroundings, No Lift., Rent=8,000/-, Flat has Front Roof Garden., Note: If you are praying, the rent will be less. Visiting time is from 9 am to 9 pm.",800000,https://www.thetolet.com/en/dhaka/banasree/30516/family-house-tolet-from-january,Rent,Family House Tolet From January ,1,2,0,,,,,,Apartment,Residential,,,Dhaka,Banasree,"ফ-১৩২,রোড: ১০/৭,ব্লক: এফ,দ‌ক্ষিন বনশ্রী"
"Adabor,Dhaka,Adabor,Dhaka,৫/৭ বরাবো মোহনপুর ( হক সাহেবের গ্যারেজের পিছনে),রিং রোড,শ্যামলী,ঢাকা-১০০০","1 room of family house will be rented from 1st January 2023. 5th floor, large room, eight bath, can accommodate small family or two bachelors, rent 8000/- with all bills, self catering.",800000,https://www.thetolet.com/en/dhaka/adabor/30518/sublet-room-tolet-from-february,Rent,Sublet Room Tolet From February ,1,1,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Adabor,"৫/৭ বরাবো মোহনপুর ( হক সাহেবের গ্যারেজের পিছনে),রিং রোড,শ্যামলী,ঢাকা-১০০০"
"Rampura,Dhaka,Rampura,Dhaka,J Block,3 No Road,Rampura","#To let , #For Female student or jobholder , From January , 1 sit available Drawing room, 1 single room with attached balcony washroom beside the room , Address - J block, 3 no road, rampura, banasree,, Seat Rent 3000 drawing room (without utility), Single room rent 8500 , Facilities = Wifi,Gas , Fridge,Maid service.",0,https://www.thetolet.com/en/dhaka/rampura/30519/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Rampura,"J Block,3 No Road"
"Uttara,Dhaka,Uttara,Dhaka,#Sector-9,#Road-7/A,#House-10","From current month or from 1st January, seats will be rented (Bachelor), with all facilities. , #Sector-9,#Road-7/A,#House-10",0,https://www.thetolet.com/en/dhaka/uttara/30520/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Uttara,"#Sector-9,#Road-7/A,#House-10"
"Uttara,Dhaka,Uttara,Dhaka,House :16 Road : 10 Sector : 09","One / Two sit available For Male Student / Job holder , House :16 , Road : 10, Sector : 09 , From 1st January .",0,https://www.thetolet.com/en/dhaka/uttara/30521/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Uttara,House :16 Road : 10 Sector : 09
"Uttara,Dhaka,Uttara,Dhaka,নবাব হাবিবুল্লাহ স্কুল,আজমপুর থেকে তুরাগ","Azampur Kachambazar area (very close to North 4/6 sector) Janalai net new flat for rent from January-2023. , 2 Bed Room, 1 Drawing, 1 Dining Room, 2 Bath Room, 1 Balcony., * Cylinder Gas., * Pre Paid Meter., * Ground Floor., * Rent Negotiable, Address: Nawab Habibullah School, Azampur to Turag, Have to go to CNG pump, then next to Haji Billat Ali School.",0,https://www.thetolet.com/en/dhaka/uttara/30523/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,2,0,,,,,,Apartment,Residential,,,Dhaka,Uttara,"নবাব হাবিবুল্লাহ স্কুল,আজমপুর থেকে তুরাগ"
"Daskhinkhan,Dhaka,Daskhinkhan,Dhaka,ফায়দাবাদ,কাঠালতলা ইষ্ট সাইড অফ আব্দুলাহপুর দক্ষিনখান ঢাকা","Flat house for rent from 1st January, 2 bed room 2 bathroom drawing dining and kitchen, rent: 8500 taka, water bill: 300 taka, service charge: 150 taka, Address: Faydabad, Kathaltala East side of Abdulahpur Dakshinkhan Dhaka",0,https://www.thetolet.com/en/dhaka/daskhinkhan/30524/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,2,0,,,,,,Apartment,Residential,,,Dhaka,,"Daskhinkhan,Daskhinkhan,ফায়দাবাদ,কাঠালতলা ইষ্ট সাইড অফ আব্দুলাহপুর দক্ষিনখান ঢাকা"
"Uttara,Dhaka,Uttara,Dhaka,রোড নং-12 সেক্টর -13,উত্তরা।","#Only_for_Female, #To_Let, 2 Seats Vacant in 2 Seat Room in January, , Next to Shanta Maryam University Road., Facilities- High Security,, Fridge, Bua, Wifi, Gas., Road No-12 Sector-13, , North .",0,https://www.thetolet.com/en/dhaka/uttara/30525/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Uttara,"রোড নং-12 সেক্টর -13,উত্তরা।"
"Uttara,Dhaka,Uttara,Dhaka,বাসা-৫,রোড-৯,সেক্টর-১০,উত্তরা। (৫ম তলায়)।","From January 2023, one seat in a two-seater room will be rented (male). Location: House-5, Road-9, Sector-10, Uttara. (5th floor)., * Seat rent -4000/-, * Room with attest toilet and balcony., * Lift, fridge, wifi facilities are available., * Home cooked lunch and dinner.",400000,https://www.thetolet.com/en/dhaka/uttara/30527/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Uttara,"বাসা-৫,রোড-৯,সেক্টর-১০,উত্তরা। (৫ম তলায়)।"
"Dhanmondi,Dhaka,Dhanmondi,Dhaka,ধানমন্ডি ভূতের গলি,সেন্ট্রাল রোড!","#Urgent_post 2 #roommates needed from 1st #January/1st #December! #Employees/#University Students/#Non-Smokers will be given preference. Location - Dhanmondi Ghost Lane, Central Road!",0,https://www.thetolet.com/en/dhaka/dhanmondi/30528/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Dhanmondi,"ধানমন্ডি ভূতের গলি,সেন্ট্রাল রোড!"
"Mohammadpur,Dhaka,Mohammadpur,Dhaka,মোহাম্মদপুর,টাউন হল","To-Let Female/Student To-Let. , From 1st January 2023, 3 seat and 2 seat bed room with attached bathroom and balcony for girls in a beautiful and open environment will be rented. , ✅ The room is very open and full of light and air., ?Master bedroom with attached bath and balcony, ?Fridge facility , location - Mohammadpur, Town Hall",0,https://www.thetolet.com/en/dhaka/mohammadpur/30529/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mohammadpur,"মোহাম্মদপুর,টাউন হল"
"বাগানবাড়ি রোড,মল্ল,বাগানবাড়ি রোড,আফসানা মঞ্জিল,Sunamganj Sadar,Sunamganj,বাগানবাড়ি রোড,মল্ল,বাগানবাড়ি রোড,আফসানা মঞ্জিল,Sunamganj Sadar,Sunamganj,আফসানা মঞ্জিল বাগানবাড়ি রোড,মল্লিকপুর সুনামগঞ্জ",Four storey house. A ground floor unit will be rented for the time being. Cylinder gas and electricity bills are self-responsible.,500000,https://www.thetolet.com/en/sunamganj/sunamganj-sadar/30530/family-house-tolet-from-january,Rent,Family House Tolet From January ,1,2,600,,,,,,Apartment,Residential,Yes,Yes,,,"বাগানবাড়ি রোড,মল্ল,বাগানবাড়ি রোড,আফসানা মঞ্জিল,Sunamganj Sadar,Sunamganj,বাগানবাড়ি রোড,মল্ল,বাগানবাড়ি রোড,আফসানা মঞ্জিল,Sunamganj Sadar,Sunamganj,আফসানা মঞ্জিল বাগানবাড়ি রোড,মল্লিকপুর সুনামগঞ্জ"
"Jatrabari,Dhaka,Jatrabari,Dhaka,86/B,South Kazla,Nayanagar",24 hours water facility. No problem with gas.,1250000,https://www.thetolet.com/en/dhaka/jatrabari/30531/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,3,900,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"Jatrabari,Jatrabari,86/B,South Kazla,Nayanagar"
"1,2,Kulshi,Chittagong,1,2,Kulshi,Chittagong,Chittagong",,5000000,https://www.thetolet.com/en/chittagong/kulshi/30534/family-house-tolet-from-january,Rent,Family House Tolet From January ,3,3,0,,,Yes,Yes,,Apartment,Residential,,Yes,,,"1,2,Kulshi,Chittagong,1,2,Kulshi,Chittagong,Chittagong"
"gudaraghat,boisakhi sarani,Ta 135/1,Badda,Dhaka,gudaraghat,boisakhi sarani,Ta 135/1,Badda,Dhaka,Ta 135/1,Gulshan Badda Link Road","2 minute walking distance from Gulshan Gudaraghat, 30 seconds from Main Road (just 1 building), , Call or whatsapp for Room Video before visit, , 01316100164",1000000,https://www.thetolet.com/en/dhaka/badda/30535/sublet-room-tolet-from-february,Rent,Sublet Room Tolet From February ,1,1,220,Yes,,Yes,Yes,,Apartment,Residential,Yes,,Dhaka,Badda,"Gudaraghat,Boisakhi Sarani,Ta 135/1,Gudaraghat,Boisakhi Sarani,Ta 135/1,Ta 135/1,Gulshan Badda Link Road"
"134/5,ECB Chattar,Dhaka,134/5,ECB Chattar,Dhaka,Matikata Dhaka Cantonment,Dhaka-1206",,1400000,https://www.thetolet.com/en/dhaka/ecb-chattar/30536/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,2,800,Yes,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"134/5,Ecb Chattar,134/5,Ecb Chattar,Matikata Dhaka Cantonment,Dhaka-1206"
"134/5,ECB Chattar,Dhaka,134/5,ECB Chattar,Dhaka,Matikata Dhaka Cantonment Dhaka-1206",,1000000,https://www.thetolet.com/en/dhaka/ecb-chattar/30538/family-house-tolet-from-january,Rent,Family House Tolet From January ,1,2,500,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"134/5,Ecb Chattar,134/5,Ecb Chattar,Matikata Dhaka Cantonment Dhaka-1206"
"01,03,24,Banasree,Dhaka,01,03,24,Banasree,Dhaka,24 Hazi Bhaban,R : 03,B : G,Banasree",,450000,https://www.thetolet.com/en/dhaka/banasree/30539/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,Yes,1.0,Yes,Yes,,Apartment,Residential,Yes,Yes,Dhaka,Banasree,"01,03,24,01,03,24,24 Hazi Bhaban,R : 03,B : G"
"Rampal,Bagerhat,Rampal,Bagerhat,Rampal Power Plant",,0,https://www.thetolet.com/en/bagerhat/rampal/30541/sublet-room-tolet-from-january,Rent,Sublet Room Tolet From January ,1,1,12,,,,,,Apartment,Residential,,,,,"Rampal,Bagerhat,Rampal,Bagerhat,Rampal Power Plant"
"Badda,Dhaka,Badda,Dhaka,Badda",,700000,https://www.thetolet.com/en/dhaka/badda/30542/family-house-tolet-from-january,Rent,Family House Tolet From January ,1,2,0,,,,,,Apartment,Residential,,,Dhaka,Badda,
"Noorjahan Road or ne,Mohammadpur,Dhaka,Noorjahan Road or ne,Mohammadpur,Dhaka,Mohammadpur",,0,https://www.thetolet.com/en/dhaka/mohammadpur/30543/family-house-tolet-from-february,Rent,Family House Tolet From February ,2,2,0,,,,,,Apartment,Residential,,Yes,Dhaka,Mohammadpur,"Noorjahan Road Or Ne,Noorjahan Road Or Ne"
"2 no gate,কসমোপলিটান,বেবি সু,কসমোপলিটান থেকে ১ মি,Baijid Bostami,Chittagong,2 no gate,কসমোপলিটান,বেবি সু,কসমোপলিটান থেকে ১ মি,Baijid Bostami,Chittagong,*১ সিট আছে রুমে*,২ নং গেইট,কসমোপলিটান রোড,৭তম তলায়,লিফট আছে,গ্যাস,বিদ্যুৎ,ওয়াইফাই,বুয়া,সার্","There is 1 seat in the room, gas, bua, wifi, rent, electricity, service charge, dirt, water, all will be 2600. Everyone is a student here. There will be no problem staying.",260000,https://www.thetolet.com/en/chittagong/baijid-bostami/30544/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,Yes,,,,"2 No Gate,কসমোপলিটান,বেবি সু,কসমোপলিটান থেকে ১ মি,Baijid Bostami,Chittagong,2 No Gate,কসমোপলিটান,বেবি সু,কসমোপলিটান থেকে ১ মি,Baijid Bostami,Chittagong,*১ সিট আছে রুমে*,২ নং গেইট,কসমোপলিটান রোড,৭তম তলায়,লিফট আছে,গ্যাস,বিদ্যুৎ,ওয়াইফাই,বুয়া,সার্"
